file,directory,document_index,rule_index,rule_id,logical_group,logical_class,operators,B1_no_metavariable,B2_metavariable_binding,B3_repeated_metavariable,B3_5_redundant_metavariable,B4_metavariable_regex,B5_metavariable_pattern,B6_metavariable_comparison_or_type,metavars,repeated_metavars,binding_scopes_json,pattern_count,has_no_metavar,has_plain_metavar,has_unnamed_ellipsis,has_ellipsis_metavar,has_deep_expression,has_no_pattern_fields,shape_groups,shape_labels
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__access-control.yaml,0xBugatti-SEMGREP10K,0,8,flawfinder.GetTempFileName-1,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,name,owasp,pattern,primary_identifier,secondary_identifiers,security-severity,severity,shortDescription,type,value",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__access-control.yaml,0xBugatti-SEMGREP10K,0,9,flawfinder.mkstemp-1,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,name,owasp,pattern,primary_identifier,secondary_identifiers,security-severity,severity,shortDescription,type,value",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__access-control.yaml,0xBugatti-SEMGREP10K,0,10,flawfinder.mktemp-1,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,name,owasp,pattern,primary_identifier,secondary_identifiers,security-severity,severity,shortDescription,type,value",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__access-control.yaml,0xBugatti-SEMGREP10K,0,11,flawfinder.tmpfile-1,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,name,owasp,pattern,primary_identifier,secondary_identifiers,security-severity,severity,shortDescription,type,value",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__access-control.yaml,0xBugatti-SEMGREP10K,0,12,flawfinder.tmpnam-1.tempnam-1,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,name,owasp,pattern,pattern-either,primary_identifier,secondary_identifiers,security-severity,severity,shortDescription,type,value",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__best-practice.yaml,0xBugatti-SEMGREP10K,0,0,flawfinder.cuserid-1,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,name,owasp,pattern,primary_identifier,secondary_identifiers,security-severity,severity,shortDescription,type,value",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__best-practice.yaml,0xBugatti-SEMGREP10K,0,1,flawfinder.getlogin-1,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,name,owasp,pattern,primary_identifier,secondary_identifiers,security-severity,severity,shortDescription,type,value",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__best-practice.yaml,0xBugatti-SEMGREP10K,0,2,flawfinder.getpass-1,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,name,owasp,pattern,primary_identifier,secondary_identifiers,security-severity,severity,shortDescription,type,value",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__best-practice.yaml,0xBugatti-SEMGREP10K,0,3,flawfinder.gsignal-1.ssignal-1,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,name,owasp,pattern,pattern-either,primary_identifier,secondary_identifiers,security-severity,severity,shortDescription,type,value",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__best-practice.yaml,0xBugatti-SEMGREP10K,0,4,flawfinder.ulimit-1,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,name,owasp,pattern,primary_identifier,secondary_identifiers,security-severity,severity,shortDescription,type,value",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__best-practice.yaml,0xBugatti-SEMGREP10K,0,5,flawfinder.usleep-1,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,name,owasp,pattern,primary_identifier,secondary_identifiers,security-severity,severity,shortDescription,type,value",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__best-practice.yaml,0xBugatti-SEMGREP10K,0,6,raptor-insecure-api-signal,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,references,severity",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,0,raptor-incorrect-use-of-strncpy-stpncpy-strlcpy,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-inside,patterns,references,severity",False,True,True,False,False,True,False,"$DST,$EXPR,$FUN,$LEN,$SRC,$TYPE","$FUN,$LEN,$SRC","[{""$DST"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$EXPR"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$EXPR"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$EXPR"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$EXPR"": 1, ""$FUN"": 2, ""$LEN"": 2, ""$SRC"": 2, ""$TYPE"": 1}, {""$DST"": 1, ""$FUN"": 2, ""$SRC"": 2}, {""$DST"": 1, ""$FUN"": 2, ""$SRC"": 2}, {""$DST"": 1, ""$FUN"": 2, ""$SRC"": 2}, {""$DST"": 1, ""$FUN"": 2, ""$SRC"": 2}]",12,True,True,True,False,True,False,"C1,C2,C3,C5","deep_expression,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,1,raptor-mismatched-memory-management,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-not-inside,patterns,references,severity",False,True,True,False,False,False,False,"$CAST,$PTR","$CAST,$PTR","[{""$CAST"": 3, ""$PTR"": 13}]",7,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,2,raptor-missing-break-in-switch,A4,Negation / Filtering,"author,confidence,focus-metavariable,id,languages,message,metadata,pattern,pattern-not,patterns,references,severity",False,True,True,True,False,False,False,"$LOC,$RET,$VAL1,$VAL2,$VAR","$LOC,$RET,$VAL1,$VAL2,$VAR","[{""$LOC"": 2, ""$RET"": 4, ""$VAL1"": 11, ""$VAL2"": 11, ""$VAR"": 12}]",11,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,3,raptor-unsafe-ret-strlcpy-strlcat,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",False,True,False,True,False,False,False,$RET,,"[{""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}]",8,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,4,exec,A3,Conjunction / Intersection,"category,confidence,id,impact,languages,likelihood,message,metadata,metavariable,metavariable-regex,pattern,pattern-either,patterns,regex,severity,subcategory,technology",False,True,True,False,True,False,False,"$EXEC,$SYSCALL","$EXEC,$SYSCALL","[{""$EXEC"": 3}, {""$EXEC"": 1, ""$SYSCALL"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,5,raptor-use-after-free,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-inside,pattern-not,pattern-not-inside,patterns,references,severity",False,True,True,False,False,True,False,"$EXPR,$FUN,$MEM,$POS,$PTR","$FUN,$PTR","[{""$EXPR"": 1, ""$MEM"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$POS"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$FUN"": 2, ""$PTR"": 4}, {""$EXPR"": 1, ""$FUN"": 2, ""$MEM"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$FUN"": 2, ""$POS"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$FUN"": 2, ""$PTR"": 4}, {""$EXPR"": 1, ""$FUN"": 2, ""$PTR"": 4}]",12,True,True,True,False,True,False,"C1,C2,C3,C5","deep_expression,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,6,raptor-missing-break-in-switch-2,A4,Negation / Filtering,"author,category,confidence,cwe,focus-metavariable,id,impact,languages,likelihood,message,metadata,owasp,pattern,pattern-not,patterns,references,severity,subcategory,technology,vulnerability_class",False,True,True,True,False,False,False,"$VAL1,$VAL2,$VAR,$_","$VAL1,$VAL2,$VAR,$_","[{""$VAL1"": 11, ""$VAL2"": 11, ""$VAR"": 12, ""$_"": 6}]",11,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,7,raptor-missing-default-in-switch,A4,Negation / Filtering,"author,category,confidence,cwe,focus-metavariable,id,impact,languages,likelihood,message,metadata,owasp,pattern,pattern-not,patterns,references,severity,subcategory,technology,vulnerability_class",False,True,True,True,False,False,False,$VAR,$VAR,"[{""$VAR"": 3}]",2,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,8,raptor-unsafe-ret-strlcpy-strlcat-2,A3,Conjunction / Intersection,"author,category,confidence,cwe,id,impact,languages,likelihood,message,metadata,metavariable,metavariable-pattern,owasp,pattern,pattern-either,patterns,references,severity,subcategory,technology,vulnerability_class",False,True,True,True,False,True,False,"$FUN,$_",$FUN,"[{""$FUN"": 2, ""$_"": 1}, {""$FUN"": 2, ""$_"": 1}, {""$FUN"": 2, ""$_"": 1}, {""$FUN"": 2, ""$_"": 1}, {""$FUN"": 2, ""$_"": 1}, {""$FUN"": 2, ""$_"": 1}, {""$FUN"": 2, ""$_"": 1}, {""$FUN"": 2, ""$_"": 1}, {""$FUN"": 2, ""$_"": 1}, {""$FUN"": 2, ""$_"": 1}, {""$FUN"": 2, ""$_"": 1}, {""$FUN"": 2, ""$_"": 1}]",8,True,True,True,False,False,False,"C1,C2,C3","B3.5_redundant_metavariable,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,9,raptor-use-after-free-2,A6,Containment (exclusive),"author,category,confidence,cwe,id,impact,languages,likelihood,message,metadata,metavariable,metavariable-pattern,owasp,pattern,pattern-either,pattern-inside,pattern-not,pattern-not-inside,patterns,references,severity,subcategory,technology,vulnerability_class",False,True,True,False,False,True,False,"$FUN,$PTR,$_","$FUN,$PTR","[{""$PTR"": 4, ""$_"": 1}, {""$PTR"": 4, ""$_"": 1}, {""$PTR"": 4}, {""$PTR"": 4}, {""$FUN"": 2, ""$PTR"": 4}, {""$FUN"": 2, ""$PTR"": 4}]",9,True,True,True,False,True,False,"C1,C2,C3,C5","deep_expression,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,10,raptor-use-of-source-size-in-copy,A6,Containment (exclusive),"author,category,confidence,cwe,id,impact,languages,likelihood,message,metadata,metavariable,metavariable-pattern,owasp,pattern,pattern-either,pattern-inside,pattern-not,pattern-not-inside,patterns,references,severity,subcategory,technology,vulnerability_class",False,True,True,False,False,True,False,"$DST,$FUN,$LEN,$SRC,$_","$DST,$FUN,$LEN,$SRC,$_","[{""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 4, ""$FUN"": 3, ""$LEN"": 5, ""$SRC"": 2, ""$_"": 3}, {""$DST"": 2, ""$FUN"": 3, ""$SRC"": 3}, {""$DST"": 2, ""$FUN"": 3, ""$SRC"": 3}, {""$DST"": 2, ""$FUN"": 3, ""$SRC"": 3}, {""$DST"": 2, ""$FUN"": 3, ""$SRC"": 3}, {""$DST"": 2, ""$FUN"": 3, ""$SRC"": 3}, {""$DST"": 2, ""$FUN"": 3, ""$SRC"": 3}, {""$DST"": 2, ""$FUN"": 3, ""$SRC"": 3}, {""$DST"": 2, ""$FUN"": 3, ""$SRC"": 3}, {""$DST"": 2, ""$FUN"": 3, ""$SRC"": 3}, {""$DST"": 2, ""$FUN"": 3, ""$SRC"": 3}, {""$DST"": 1, ""$FUN"": 2, ""$SRC"": 2}, {""$DST"": 1, ""$FUN"": 2, ""$SRC"": 2}, {""$DST"": 1, ""$FUN"": 2, ""$SRC"": 2}, {""$DST"": 1, ""$FUN"": 2, ""$SRC"": 2}]",35,True,True,True,False,True,False,"C1,C2,C3,C5","deep_expression,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,11,raptor-missing-break-in-switch-3,A4,Negation / Filtering,"author,confidence,id,languages,message,metadata,pattern,pattern-not,patterns,references,severity",False,True,True,True,False,False,False,"$RET,$VAL1,$VAL2,$VAR","$RET,$VAL1,$VAL2,$VAR","[{""$RET"": 4, ""$VAL1"": 9, ""$VAL2"": 9, ""$VAR"": 9}]",9,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,12,raptor-missing-default-in-switch-2,A4,Negation / Filtering,"author,confidence,id,languages,message,metadata,pattern,pattern-not,patterns,references,severity",False,True,True,True,False,False,False,$VAR,$VAR,"[{""$VAR"": 2}]",2,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/0xBugatti-SEMGREP10K/c__code-execution.yaml,0xBugatti-SEMGREP10K,0,13,memcpy-insecure-use,A2,Single or multiple positive pattern(s),"category,id,languages,message,metadata,pattern,references,severity",False,True,True,False,False,False,False,"$BUF,$SIZE,$TYPE",$BUF,"[{""$BUF"": 2, ""$SIZE"": 1, ""$TYPE"": 1}]",1,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
